-0.554855686,-0.5,1,3
-0.09391758,0,-1,3
0.007547319,0.125,-1,3
0.238946583,0.25,-1,3
0.398988637,0.5,-1,3
0.586009936,0.625,-1,3
0.702034819,0.75,-1,3
0.910975842,1,-1,3
0.921096378,1,-1,3
1.033491553,1.125,-1,3
0.895294921,1,-1,3
0.915241606,1,-1,3
0.719721359,0.75,-1,3
0.408745171,0.5,-1,3
0.136440051,0.25,-1,3
-0.012637888,0,-1,3
-0.419808252,-0.375,-1,3
-0.514445686,-0.5,-1,3
-0.797424503,-0.75,-1,3
-0.919313614,-0.875,-1,3
-1.023420367,-1,-1,3
-0.958803442,-0.875,-1,3
-1.015313206,-1,-1,3
-0.935947161,-0.875,-1,3
-0.668005311,-0.625,-1,3
-0.538982356,-0.5,1,3
-0.253423032,-0.25,-1,3
-0.056293086,0,-1,3
0.237202648,0.25,-1,3
0.272656547,0.375,-1,3
0.694253434,0.75,-1,3
0.958147125,1,-1,3
1.014369623,1.125,-1,3
1.059972079,1.125,-1,3
0.970736779,1,-1,3
0.930553123,1,-1,3
0.807426063,0.875,-1,3
0.61972306,0.625,-1,3
0.3384249,0.375,-1,3
0.131526474,0.25,-1,3
-0.106466775,0,-1,3
-0.372725249,-0.25,-1,3
-0.502910087,-0.5,-1,3
-0.570622666,-0.5,-1,3
-0.984580386,-0.875,-1,3
-0.966841735,-0.875,-1,3
-1.101498168,-1,-1,3
-0.868192447,-0.75,-1,3
-0.761046229,-0.75,-1,3
0.58954724,0.625,-1,3
0.998181275,1,1,0
0.883593923,1,-1,0
1.015545084,1.125,-1,0
1.053622791,1.125,-1,0
0.901414341,1,-1,0
0.912439156,1,-1,0
0.756718612,0.875,-1,0
0.34851846,0.375,-1,0
-0.040741631,0,-1,0
-0.182243367,-0.125,-1,0
-0.457118325,-0.375,-1,0
-0.666983283,-0.625,-1,0
-0.869895077,-0.75,-1,0
-0.912225836,-0.875,-1,0
-0.838727129,-0.75,-1,0
-1.046180019,-1,-1,0
-0.960716222,-0.875,-1,0
-0.744598336,-0.625,-1,0
-0.57555244,-0.5,-1,0
-0.419657567,-0.375,-1,0
-0.14559292,-0.125,-1,0
0.092980386,0.125,-1,0
0.251996748,0.375,-1,0
0.539368733,0.625,-1,0
-0.728258503,-0.625,-1,0
-0.572671729,-0.5,1,3
-0.234107824,-0.125,-1,3
-0.02664107,0,-1,3
0.204911821,0.25,-1,3
0.474618746,0.5,-1,3
0.731152427,0.75,-1,3
0.854865244,0.875,-1,3
0.954637629,1,-1,3
1.015345749,1.125,-1,3
0.991310164,1,-1,3
0.862991592,0.875,-1,3
0.845788881,0.875,-1,3
0.71253182,0.75,-1,3
0.359381418,0.375,-1,3
0.292747571,0.375,-1,3
-0.106570897,0,-1,3
-0.355973674,-0.25,-1,3
-0.625553329,-0.625,-1,3
-0.806137747,-0.75,-1,3
-0.958392011,-0.875,-1,3
-0.950891867,-0.875,-1,3
-0.886579746,-0.875,-1,3
-0.922995907,-0.875,-1,3
-0.800340803,-0.75,-1,3
-0.612223904,-0.5,-1,3
-1.037485732,-1,1,2
-0.972141919,-0.875,-1,2
-0.974544608,-0.875,-1,2
-0.925199265,-0.875,-1,2
-0.983273468,-0.875,-1,2
-0.821236745,-0.75,-1,2
-0.506173614,-0.5,-1,2
-0.346980758,-0.25,-1,2
-0.054998952,0,-1,2
0.088506619,0.125,-1,2
0.281620615,0.375,-1,2
0.666732042,0.75,-1,2
0.87453457,0.875,-1,2
1.033158498,1.125,-1,2
0.879346175,1,-1,2
0.901032225,1,-1,2
0.836664084,0.875,-1,2
0.82413455,0.875,-1,2
0.617788924,0.625,-1,2
0.546915277,0.625,-1,2
0.115254497,0.125,-1,2
-0.154613454,-0.125,-1,2
-0.264473873,-0.25,-1,2
-0.424688498,-0.375,-1,2
0.650338615,0.75,-1,2
